1024
463, 527, 494, 496
32, 1, 159
33, 0, 2, 688
34, 1, 3, 795
35, 2, 4, 204
36, 3, 5, 496
37, 4, 6, 916
38, 5, 7, 144
39, 6, 8, 427
40, 7, 9, 192
41, 8, 10, 225
42, 9, 11, 550
43, 10, 12, 776
44, 11, 13, 452
45, 12, 14, 394
46, 13, 15, 699
47, 14, 16, 184
48, 15, 17, 447
49, 16, 18, 307
50, 17, 19, 806
51, 18, 20, 560
52, 19, 21, 623
53, 20, 22, 291
54, 21, 23, 44
55, 22, 24, 926
56, 23, 25, 23
57, 24, 26, 343
58, 25, 27, 46
59, 26, 28, 161
60, 27, 29, 93
61, 28, 30, 977
62, 29, 31, 323
63, 30, 240
0, 64, 33, 861
957, 1021, 988, 990, 946
958, 1022, 989, 991, 416
959, 1023, 990, 452
960, 993, 462
961, 992, 994, 151
962, 993, 995, 408
963, 994, 996, 589
964, 995, 997, 507
965, 996, 998, 451
966, 997, 999, 942
967, 998, 1000, 841
968, 999, 1001, 638
969, 1000, 1002, 546
970, 1001, 1003, 134
971, 1002, 1004, 974
972, 1003, 1005, 3
973, 1004, 1006, 183
974, 1005, 1007, 785
975, 1006, 1008, 803
976, 1007, 1009, 534
977, 1008, 1010, 569
978, 1009, 1011, 189
979, 1010, 1012, 460
980, 1011, 1013, 771
981, 1012, 1014, 630
982, 1013, 1015, 275
983, 1014, 1016, 173
984, 1015, 1017, 221
985, 1016, 1018, 869
986, 1017, 1019, 294
987, 1018, 1020, 168
988, 1019, 1021, 233
989, 1020, 1022, 172
990, 1021, 1023, 942
991, 1022, 83
